Address,Volume,Number_of_Transactions,Number_of_Received_Transactions,Number_of_Sent_Transactions,Amount Received,Amount_Sent,Mean_of_Received,Mean_of_Sent,Stddev_of_Received,Stddev_of_Sent,Maximum_Amount_of_Sent_&_Received,Last_Balance
0x124A863E9FA5393DB10DB10A92ddAd8522Df96FA,354635349,1,0,1,0,354635349,0,354635349.0,0,0.0,354635349,0
0x843661BF02d226c3D1C71dBA5c21f6EefEd24d47,709270698,2,1,1,354635349,354635349,354635349.0,354635349.0,0.0,0.0,354635349,0
0x8A0A019AA6a75BEb0F2132f961D3C384d2C18d09,220154,2,1,1,110077,110077,110077.0,110077.0,0.0,0.0,110077,0
0xbC04b3d15Daf4D32e6F5ED91426ab7437C67ef4b,3564182,2,1,1,1782091,1782091,1782091.0,1782091.0,0.0,0.0,1782091,0
0x060108dd960B7144B550Ad6312050be8A8c40f14,2399,1,1,0,2399,0,2399.0,0,0.0,0,2399,2399
0x22A1DD7cd753BA5c52db23D927fc6ded7025579D,542800,1,1,0,542800,0,542800.0,0,0.0,0,542800,542800
0x4c835d036b1DFEb2610B1455fa52024A903e6f6F,1053028,3,2,1,526514,526514,263257.0,526514.0,219291.0,0.0,526514,0
0x648C69ac817D2124663A27d608da2aAf5Cec9fE0,1488480,3,2,1,491700,996780,245850.0,996780.0,450.0,0.0,996780,0
0xC5db7f0D8a9aFfd8F7571aA3d4bEf359568fC093,45299702,11,7,4,22649851,22649851,3235693.0,5662462.75,2179332.2743598064,4968665.086564769,13365521,0
0x3b60e3A06Af5aa4DA178aaDe658211a0D3F51222,14061215,7,4,3,7030615,7030600,1757653.75,2343533.3333333335,781679.0676839105,1616780.6392815185,4630000,15
0x9D90c8f5a0e687Bd26030120a905E777F33B2f28,3588000,2,1,1,1794000,1794000,1794000.0,1794000.0,0.0,0.0,1794000,0
0x73fB1d96A144efdB278E123A17c79d63cD67D11f,10996408,6,3,3,5498204,5498204,1832734.6666666667,1832734.6666666667,402177.8090491264,402177.8090491264,2394150,0
0xD1742B3C4fBB096990C8950fA635Aec75B30781A,9259640,3,1,2,4629820,4629820,4629820.0,2314910.0,0.0,1111157.0,4629820,0
0x03aFFf09b99332286d3E4813EdE77c35aDF6DAf1,11101318,12,6,6,5550659,5550659,925109.8333333334,925109.8333333334,93806.4813812931,93806.4813812931,987182,0
0x00000000003b3cc22aF3aE1EAc0440BcEe416B40,3663668,4,2,2,1831835,1831833,915917.5,915916.5,327167.5,327166.5,1243085,2
0x62D63eFDFdc7804666725f4Cc8Cb45C1A41A0809,3656222,8,4,4,1828111,1828111,457027.75,457027.75,205871.89054649376,205871.89054649376,744632,0
0x03dc9253337b296FA58377949Fa793359658eC72,10357,1,0,1,0,10357,0,10357.0,0,0.0,10357,60
0x85bdB54890261cDB0072Cc107F48240f5c509cC8,10357,1,1,0,10357,0,10357.0,0,0.0,0,10357,10357
0xD18508F7C4d18d685BEDeaeE4E38ffF239d47B3A,3253703,1,1,0,3253703,0,3253703.0,0,0.0,0,3253703,3253703
0x66cEB65F0637e79F2af6FdA624083E85BaeFC339,22649851,4,4,0,22649851,0,5662462.75,0,4968665.086564769,0,13365521,22649851
0x4c98a3Eeae6f3e9e16eFe7E846B15179261c41F1,86294,1,1,0,86294,0,86294.0,0,0.0,0,86294,86294
0x58fB93b5Af24243e971105Bc72598e49a8B59865,111314,4,2,2,55657,55657,27828.5,27828.5,9169.5,9169.5,36998,0
0x9f67CAb1e32b23f1099eA1DF5e7543A4FB9fBB11,2410,1,1,0,2410,0,2410.0,0,0.0,0,2410,2410
0x3F050316Ee7A4a7cBf64D359E2B1189551c99AE2,12635,1,1,0,12635,0,12635.0,0,0.0,0,12635,12635
0xc1b3488C88DaA656be555fF9eCfFF5d4CCFeDdb3,80537,1,0,1,0,80537,0,80537.0,0,0.0,80537,0
0x60CE55260aCA2e35cc91CBFA009D0970bD9c627f,161074,2,1,1,80537,80537,80537.0,80537.0,0.0,0.0,80537,0
0xeD872dFBAA58Fa19f815825fDE8e72f7C46Ee764,26530,1,1,0,26530,0,26530.0,0,0.0,0,26530,26530
0x2028153FA64B4EEF08C02aA5b2dAea73A4F68fA0,472558,1,1,0,472558,0,472558.0,0,0.0,0,472558,472558
0x01E608397f90Dc6BA5e4be3524143B067A9cADd4,136958,2,2,0,136958,0,68479.0,0,64000.0,0,132479,136958
0x60b160F5982094475D143bE6a4CAbC0bD0298BFf,223803,1,0,1,0,223803,0,223803.0,0,0.0,223803,0
0x570310BCD3F4792c1cB528A954c91Bfe3f024d9f,1007148,2,1,1,503574,503574,503574.0,503574.0,0.0,0.0,503574,0
0x50198f73E15389b8c756933d45Da573518Dc6f78,48610,1,1,0,48610,0,48610.0,0,0.0,0,48610,48610
0x629dC523c2989b89f7B7173Ed29dAaE4985D65Cb,142600,2,1,1,71300,71300,71300.0,71300.0,0.0,0.0,71300,0
0xeFD3345D38758126c7c1806d9E2956FE010df550,2925142,8,3,5,1462571,1462571,487523.6666666667,292514.2,394457.00415493816,169323.1710055065,975830,0
0x6Bf2bD87c9d12d4780719860CF3389eaBC2Df9e0,44052914,12,9,3,22026457,22026457,2447384.111111111,7342152.333333333,3482692.834799578,3300932.843685891,12010375,0
0x7F6F214fA819b177c1A55E03c13B6f105601c535,24087170,3,2,1,12043585,12043585,6021792.5,12043585.0,334673.5,0.0,12043585,0
0xf7d9919e05d87dd6B2c39E04af333beb1a74fc9C,189000,2,1,1,94500,94500,94500.0,94500.0,0.0,0.0,94500,0
0xFe23681f70f78a0f090F77128A49801f33f5C3c8,43600,2,1,1,21800,21800,21800.0,21800.0,0.0,0.0,21800,0
0x7D1b193701b390893736b557fBf7c2851344f64C,116300,2,2,0,116300,0,58150.0,0,36350.0,0,94500,116300
0x6c29F5fe324d9A9Ebbe867Fafbcc06d0c4a28c6B,1000000,2,0,2,0,1000000,0,500000.0,0,250000.0,750000,0
0xfCa44f58F7135e4E5Fe446c5c6b27ce4Cc6757F8,123250000,1,1,0,123250000,0,123250000.0,0,0.0,0,123250000,123250000
0x4fCA2Ad1cc751d0b4C270Dd10741d0994492908C,55657,2,2,0,55657,0,27828.5,0,9169.5,0,36998,55657
0x8D4293a36c3943FDeFc540D6D4ee73fa7A2034a6,2144,1,1,0,2144,0,2144.0,0,0.0,0,2144,2144
0x2acaB200C5BB5DF231138AE00d6FCdD4d8D82a7e,542522,2,2,0,542522,0,271261.0,0,16780.0,0,288041,542522
0x20A3A4AE2aACB8BbCFd89dc71280DD18cD9a0Cb4,212999512,204,136,68,122318102,90681410,899397.8088235294,1333550.1470588236,2624187.3465207242,5810324.126043573,48000000,31636692
0x26205F2175e0BeD0DCD5a51c6b085868C5fb72Fb,24218,1,1,0,24218,0,24218.0,0,0.0,0,24218,24218
0x49C0F6BA269c549f0A55621f691636072e48dFb6,1500000,2,1,1,750000,750000,750000.0,750000.0,0.0,0.0,750000,0
0x77f33dA6046A03EBB0e6D33A26Cb49bD738774ff,25000,1,0,1,0,25000,0,25000.0,0,0.0,25000,8259924
0xDbefB887662Ca19CD485381F3386fe5F8537B910,8800160000,11,5,6,4400085000,4400075000,880017000.0,733345833.3333334,1759991500.009588,1213344093.5827475,4400000000,10000
0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,4400035000,3,0,3,0,4400035000,0,1466678333.3333333,0,2074171641.9104655,4400000000,4981105611
0xF02e86D9E0eFd57aD034FaF52201B79917fE0713,25000,1,0,1,0,25000,0,25000.0,0,0.0,25000,253593492
0x7f8233997Bd34846978CA36d7c9C88B635c3af5d,7818358000,21,11,10,3909179000,3909179000,355379909.09090906,390917900.0,194559761.22819835,166575550.37186578,600000000,0
0xF13aD4D4255Be66C0dd265a9B3c528e2dd79B279,1800002000,5,3,2,900001000,900001000,300000333.3333333,450000500.0,216024227.03689715,50000500.0,500001000,0
0x18D1E27b8C98Daa392309fb7B6c3c5a56DE320Fb,54769800,22,11,11,27384900,27384900,2489536.3636363638,2489536.3636363638,322830.2882960679,322830.2882960679,2714400,0
0x1A970d87Cd7B4b6b05D769FCecAd68aE6549db07,101245,1,1,0,101245,0,101245.0,0,0.0,0,101245,101245
0xA612D8b7A70b51DEB17D4D10e88e2c58e93b21CE,7298,1,1,0,7298,0,7298.0,0,0.0,0,7298,7298
0xDBF5E9c5206d0dB70a90108bf936DA60221dC080,7618338000,14,4,10,3809169000,3809169000,952292250.0,380916900.0,1423017621.6038885,162682309.44540343,3400000000,0
0x427BcC9Aa374E846EBb2E9E01B9576453074F931,29600,2,1,1,14800,14800,14800.0,14800.0,0.0,0.0,14800,0
0xB3d9a19b130b9354AA60d8631299D342359D6E99,21560,1,0,1,0,21560,0,21560.0,0,0.0,21560,0
0xECE2682AcAeF5b9Cfe4be217C0Eb3Cab4135e1af,14872,1,0,1,0,14872,0,14872.0,0,0.0,14872,0
0x5b295bA8bD4bD502CE0babcf21B74288d3997f00,13819,1,0,1,0,13819,0,13819.0,0,0.0,13819,0
0xb0C9c5afc03a7Aea3B7425A4D6571F3E81C7a4f7,20186000,5,5,0,20186000,0,4037200.0,0,5413995.664571593,0,13626200,20186000
0xF41fCbc9036e5c84090eBAD3660E567e480d99A7,40000,2,1,1,20000,20000,20000.0,20000.0,0.0,0.0,20000,0
0x18F769bBe80DBEC50bF3a65638D0b89B990f0efa,37991834,6,3,3,18995917,18995917,6331972.333333333,6331972.333333333,942747.5141543584,942747.5141543584,7000000,0
0xcF97df5E182A328524059c4032B7d2287F558119,4000000,2,1,1,2000000,2000000,2000000.0,2000000.0,0.0,0.0,2000000,0
0x6133de401FB609aACB767D8b379157731a09b66b,69299670,34,17,17,34649835,34649835,2038225.5882352942,2038225.5882352942,189301.3679643741,189301.3679643741,2793880,0
0xa1B7fAedC187658D0b418abBac90147d2C6192dC,5839,1,0,1,0,5839,0,5839.0,0,0.0,5839,0
0xE28E7a1f0B07B00BDcF39fe35aBcAd4D8f139817,710394,2,0,2,0,710394,0,355197.0,0,22072.0,377269,7130783
0x695Bf7C07c76A1e7F317853567115082f2CA44C6,11196117,1,0,1,0,11196117,0,11196117.0,0,0.0,11196117,0
0x48Dbd04Fec8e179d8aA3Aa809ca794897571BED6,11196117,1,1,0,11196117,0,11196117.0,0,0.0,0,11196117,11196117
0x377737b063439E3AC0E088961d08e6cF0BFD3A03,24773,1,1,0,24773,0,24773.0,0,0.0,0,24773,24773
0x72509cfa1476BA9daD4552AD22ae3EFD1806C24b,93254,2,1,1,46627,46627,46627.0,46627.0,0.0,0.0,46627,0
0xe3456aed6FB7Dfc4CD7596328C08B04262faC20B,557220,6,3,3,278610,278610,92870.0,92870.0,0.0,0.0,92870,0
0xf9DED9f5508b361dc48Ba21Bc70412d9AC272087,93254,2,1,1,46627,46627,46627.0,46627.0,0.0,0.0,46627,0
0x2d1F6192F3837a232522Fd82ef0CD2833e691150,2014670,4,4,0,2014670,0,503667.5,0,492832.97729174944,0,996500,2014670
0xB8c8836ecFaF9a23694a297B693e3fd565e42418,13732,1,0,1,0,13732,0,13732.0,0,0.0,13732,0
0x84cd82C94C63286AA209FD9903F7fD9647d7c5E4,8717,1,0,1,0,8717,0,8717.0,0,0.0,8717,0
0xE2095423345d7D931360644d7691110693D72be7,8051,1,0,1,0,8051,0,8051.0,0,0.0,8051,0
0xb37cc372Ec85120810B87758f9206ba327aBf64A,10564,1,0,1,0,10564,0,10564.0,0,0.0,10564,0
0xb107384A0CB5591209426Cdad280376f0Cb90233,10564,1,1,0,10564,0,10564.0,0,0.0,0,10564,10564
0x815e636C7c06daE00fDBc8D5f96583D8C2888b7a,10000,1,0,1,0,10000,0,10000.0,0,0.0,10000,0
0x0d67219bb3dB4008bC1da921a10200a90159386D,624,1,1,0,624,0,624.0,0,0.0,0,624,624
0x250C3633D4Dd25891F9264EE4590FD3Ab25B8F0C,2401,1,1,0,2401,0,2401.0,0,0.0,0,2401,2401
0xcbCE2347eF6169CbD61895d1B387F4EA7c248782,9841,1,1,0,9841,0,9841.0,0,0.0,0,9841,9841
0xd771487EeE560Fa21Ce1064ef63e52558cE22262,10000,1,0,1,0,10000,0,10000.0,0,0.0,10000,0
0xCAc04F3B6B3882F3c68FcED204e82c2e751c0A8d,4904,1,1,0,4904,0,4904.0,0,0.0,0,4904,4904
0x3B6E30E5F4172d3B7E8100e7a9B50601E1d740fC,52408,2,2,0,52408,0,26204.0,0,11317.0,0,37521,52408
0x45CEe5deCBd2840A5881534b2D07afE7f67c5705,3772700,12,10,2,2139623,1633077,213962.3,816538.5,66331.87667939148,149568.5,966107,506546
0x1F4BC3bCFCDD17936adc35d38e919aa66f11A229,201330,1,1,0,201330,0,201330.0,0,0.0,0,201330,201330
0xaDc1dE16297649D5BcE82A7EF38c3F070AC388fC,6495282,2,1,1,3247641,3247641,3247641.0,3247641.0,0.0,0.0,3247641,0
0x52bF88a34Ef745cA8bD3b86931b8dB2AEE4F9413,154520,1,1,0,154520,0,154520.0,0,0.0,0,154520,154520
0x7A016c5A907580DF4206168e9C6272827C0eb9DE,18879704,2,1,1,9439852,9439852,9439852.0,9439852.0,0.0,0.0,9439852,0
0x14aca12a93E69dfE13f2FBAF2a2235E3eeb5e520,18972254,2,1,1,9486127,9486127,9486127.0,9486127.0,0.0,0.0,9486127,0
0xf76c1C8CCEEa5725b9BBc09B6455d5d3e0ba9619,15668,2,1,1,7834,7834,7834.0,7834.0,0.0,0.0,7834,0
0xaa841Ef1FB5173fBcB93C9BA55B926240d26a18C,2740000000,18,9,9,1370000000,1370000000,152222222.2222222,152222222.2222222,133896956.88001424,133896956.88001424,500000000,0
0x1cB4c7F2ED170846aa1dBd2f88A6e3263ee7251C,251339,1,1,0,251339,0,251339.0,0,0.0,0,251339,251339
0x5874C6f24062566949D440932D64cF0916342733,3932,1,1,0,3932,0,3932.0,0,0.0,0,3932,3932
0xEb99b8106b3179845bAB54d42C9eF99C0338dF8a,49123438,8,5,3,40726000,8397438,8145200.0,2799146.0,10000284.147781441,2671376.991983473,27426741,32328562
0x3cF67EB2870d36713828F35D1d7071E1E5927F91,16794876,5,3,2,8397438,8397438,2799146.0,4198719.0,2671376.991983473,2198719.0,6397438,0
0xA7DA510E6bB43A95De38dB840167EBbAd95226B8,9545048,2,1,1,4772524,4772524,4772524.0,4772524.0,0.0,0.0,4772524,0
0x9036B1eB7630d9A45720FD80D05D46262f460529,1769959,1,0,1,0,1769959,0,1769959.0,0,0.0,1769959,0
0xbB4D1DC5c1ABec4Ea11166ec97E714862863aD1D,1769959,1,1,0,1769959,0,1769959.0,0,0.0,0,1769959,2773451
0xAf32478Bca9C11f43F209ac8E9e4EFC7D7B3B445,6491526,2,1,1,3245763,3245763,3245763.0,3245763.0,0.0,0.0,3245763,0
0x384716Ba139C4e6c47f3e061322fDA8BC62349D1,1105024,1,0,1,0,1105024,0,1105024.0,0,0.0,1105024,0
0x1E263082d795e643EdEC569CCC96b4E836fAFcd8,1105024,1,1,0,1105024,0,1105024.0,0,0.0,0,1105024,1105024
0x8ba2a13e72Fa2d1c6c389Eca61aa4A80C70005d0,55070,1,0,1,0,55070,0,55070.0,0,0.0,55070,0
0x9b3A04828DD56c751430e773cd13aDD39c85D82F,199070,2,1,1,99535,99535,99535.0,99535.0,0.0,0.0,99535,0
0xfE4f6dC7199EfFa22e088EF3C8CD200465A6b3A0,20032164,4,2,2,10016082,10016082,5008041.0,5008041.0,3051.0,3051.0,5011092,0
0x95Beb6fcE6bD5A8455e51c167fc47222fD52f219,4941,1,1,0,4941,0,4941.0,0,0.0,0,4941,4941
0x5284e1b2C45475Df7D39ab03558672f83224E669,142600,2,1,1,71300,71300,71300.0,71300.0,0.0,0.0,71300,0
0x7BC0834c1a9B5dF1088b773ba88D9DeBe4374bE5,18879704,2,1,1,9439852,9439852,9439852.0,9439852.0,0.0,0.0,9439852,0
0xBf9E8E012E9b5414639f90F3BF30aC4CB14e8d28,18972254,2,1,1,9486127,9486127,9486127.0,9486127.0,0.0,0.0,9486127,0
0x42f83497ECBA1608bBfeea9ef1a42e5D9C8064fC,986680,3,2,1,493340,493340,246670.0,493340.0,50000.0,0.0,493340,0
0x8C1B20C8ba191fBcD7e4a554a163DDB3832EBD7f,1566680,3,2,1,783340,783340,391670.0,783340.0,135000.0,0.0,783340,0
0x052A6e2e7Ac259fea1ca6C2A8cE048d0A1D55621,1236286,7,4,3,618143,618143,154535.75,206047.66666666666,37352.17141194739,27069.787172335793,242880,0
0x4417eEFEcadbd70935601960578657c697a90ff1,2038724,2,1,1,1019362,1019362,1019362.0,1019362.0,0.0,0.0,1019362,0
0x6CF8c5290995d9079FBC644CE994178D197860c5,483327,2,1,1,241664,241663,241664.0,241663.0,0.0,0.0,241664,1
0x4a55942698Af6B3707c34c578622F941accd01EA,8801,2,0,2,0,8801,0,4400.5,0,3080.5,7481,0
0xf672775e124E66f8cC3FB584ed739120d32bBaad,1320,1,1,0,1320,0,1320.0,0,0.0,0,1320,1320
0x0B4681eD90C94ABAb0A53bA0b127bf4227b3A1bD,7481,1,1,0,7481,0,7481.0,0,0.0,0,7481,7481
0x59FfCc15f08F84Da2c55d865f19095d478284FdA,70000,2,1,1,35000,35000,35000.0,35000.0,0.0,0.0,35000,0
0xE59f21d8BE577cD361c4e22Fb2Fe153eB128221e,10887,1,1,0,10887,0,10887.0,0,0.0,0,10887,10887
0x4711Fd7f2e9Ebfd29Ab85e55BCc426Ac9C16Bd49,26860,2,1,1,13430,13430,13430.0,13430.0,0.0,0.0,13430,0
0x40ad51171A2a9f055DDFd9ec77E8AB87F1a5f820,13430,1,1,0,13430,0,13430.0,0,0.0,0,13430,13430
0xDFB0e22Ea76920Dd448A5f1020e11117f7251CAD,9734646,3,1,2,3244882,6489764,3244882.0,3244882.0,0.0,0.0,3244882,0
0x6b1AF293236085f727cE4646d41bcD2bC269f60e,18316,2,1,1,9158,9158,9158.0,9158.0,0.0,0.0,9158,0
0xDEFeE6D752DCc9353EeB952a3332ed6Ea0761Af7,5085118,6,3,3,2542559,2542559,847519.6666666666,847519.6666666666,327482.219527853,327482.219527853,1150000,0
0x2a0B82b8B19830625dA8E131945F24086bde2F0f,210000000,6,3,3,105000000,105000000,35000000.0,35000000.0,10801234.497346435,10801234.497346435,50000000,0
0xfE03EC3647BF6f709A2BBC1611D42aDFc2EB9933,2672869,1,1,0,2672869,0,2672869.0,0,0.0,0,2672869,4786960
0x6Ec2C51fE35BE24bD83A5161435b23027dA2e772,12448,1,1,0,12448,0,12448.0,0,0.0,0,12448,12448
0x6B2555F39B1766112Bf511d709155e1bb5607B23,825,1,1,0,825,0,825.0,0,0.0,0,825,825
0xbc3e23386D1d78d6ADB65726783cDa9Eb7460bc3,4899,1,1,0,4899,0,4899.0,0,0.0,0,4899,4899
0x009855F6Dd86431f2313Dcd6d9e17d956a8a8894,344644,4,2,2,172322,172322,86161.0,86161.0,47871.0,51922.0,138083,0
0x0bc58BfB0d7545799BD74f8be1379f5925Dfa6c6,18102,1,1,0,18102,0,18102.0,0,0.0,0,18102,18102
0xf9b35626AE6A1940F4310145B28b2F72e4098057,2840434772,5,5,0,2840434772,0,568086954.4,0,731736260.9246933,0,1778717657,38183771019
0x560672a7d42BE0d47aF7C24a935EA36364c43fE6,2612188,4,2,2,1306094,1306094,653047.0,653047.0,324833.0,324833.0,977880,0
0x7b1707E56b6d23e541EcC005c64eF4AA8e4f3b6e,344644,3,2,1,172322,172322,86161.0,172322.0,51922.0,0.0,172322,0
0xbAf3060503C27b91705564E5eB3bBD646e9e4efC,23620814,4,3,1,11810407,11810407,3936802.3333333335,11810407.0,2713964.1709826523,0.0,11810407,0
0x7dA6e1cBb74FA57e9E0696147A90efB3D928210F,656428,2,1,1,328214,328214,328214.0,328214.0,0.0,0.0,328214,0
0x98DebD798afbC0641B3AA0AdE7443BC8B619261E,12692999,10,0,10,0,12692999,0,1269299.9,0,474870.8511375382,2500000,0
0xb14d7AC1c7c58C7Bb5A0CBbF761C518E9559A868,10891428,2,1,1,5445714,5445714,5445714.0,5445714.0,0.0,0.0,5445714,0
0x8aFDf228AA897626cc986A9db9626FC932F233A6,27500,1,1,0,27500,0,27500.0,0,0.0,0,27500,27500
0xaA2A25A1A7bE90F3A56D1401420D2Ef2c819bB9F,122818,4,3,1,61409,61409,20469.666666666668,61409.0,7426.267897732272,0.0,61409,0
0x52Bf5e519033107C49825BA6c7603D94ca4776Fc,13674852,9,2,7,6837426,6837426,3418713.0,976775.1428571428,1197424.0,883916.7938395282,4616137,0
0x2020d7DB351066a51Ce44D197c21609De0306022,4322,1,1,0,4322,0,4322.0,0,0.0,0,4322,4322
0x1A07e6BCfbf312CF270e1ca433d5d68ff71ED3E4,170080,5,4,1,108829,61251,27207.25,61251.0,4680.093822510399,0.0,61251,47578
0xEB1A6F9ee58C702789c5288FB674E5175AD9c423,2970818,6,3,3,1485409,1485409,495136.3333333333,495136.3333333333,349930.0935637796,324604.3408719127,990000,0
0x34B1227CAC3a71a434678e4e4Ed733dDc2921326,15817,1,1,0,15817,0,15817.0,0,0.0,0,15817,15817
0xeBD295f13459bC80645c6F249b80591dc23704cD,2224,1,1,0,2224,0,2224.0,0,0.0,0,2224,2224
0x64b52E0AfcDa5beB0D7021FF27019d53a84b38f0,137408,3,2,1,131269,6139,65634.5,6139.0,59495.5,0.0,125130,125130
0xB842b3082F3023B1B6C462AD4795F47833a36476,21590,1,1,0,21590,0,21590.0,0,0.0,0,21590,21590
0x89e62cAeAA85126ae16587E94b703De4b9b6074B,12278,2,1,1,6139,6139,6139.0,6139.0,0.0,0.0,6139,0
0xdF4e1AA9478E76fA5dbF90D88D5cdbF035a3C1d0,13498,2,1,1,6749,6749,6749.0,6749.0,0.0,0.0,6749,0
0x80713f1fE2b670cF5e6649d9B20e94490C08B99e,296290,2,1,1,148145,148145,148145.0,148145.0,0.0,0.0,148145,0
0x7e925C8c0Cd0da6D80e611611148D54175CDb639,1723930,2,1,1,861965,861965,861965.0,861965.0,0.0,0.0,861965,0
0x3a0cA7dBe248eF8Ce5Ed2237cE85C7aE6036513A,13952717,1,0,1,0,13952717,0,13952717.0,0,0.0,13952717,0
0x7df3B7f51fBCf048ACb48085Dd943D03dEd86F0B,27905434,2,1,1,13952717,13952717,13952717.0,13952717.0,0.0,0.0,13952717,0
0xA935D55e6B5461Cfec85aFF4Ccc64277B1877355,1719870,2,1,1,859935,859935,859935.0,859935.0,0.0,0.0,859935,0
0xd7F9DD59b6AAa86FEB64547e7c203e834cD3D0E7,47536,2,1,1,23768,23768,23768.0,23768.0,0.0,0.0,23768,0
0x918bACF9f0483bB2c3357B8D1Da79A0B464d5849,9921,2,1,1,4961,4960,4961.0,4960.0,0.0,0.0,4961,1
0xb1d892752d93e06cf045Fc8729a6AE90ED5bBD8c,6733932,15,5,10,6481932,252000,1296386.4,25200.0,583566.7905851394,17588.632692736523,2093434,6229932
0xbb46aE21eAC9902e6D9A7f4d4F1dB5Cc3dB2b504,231624,2,1,1,115812,115812,115812.0,115812.0,0.0,0.0,115812,0
0xeE99Bc4C57f8a79A253c9eD12F08F6cB7e2Adc99,95546,2,1,1,47773,47773,47773.0,47773.0,0.0,0.0,47773,0
0xa5d4B524c7B7741dcD333625Bea0F926FeF393bf,181572,2,1,1,90786,90786,90786.0,90786.0,0.0,0.0,90786,0
0x5B976CA4AC06E404FE3bC301718158dD2c6b934a,95546,2,1,1,47773,47773,47773.0,47773.0,0.0,0.0,47773,0
0x41d28F2b3C460484be9Cf45f4b460c298a803b9B,148238,2,1,1,74119,74119,74119.0,74119.0,0.0,0.0,74119,0
0x86eBF2B0977acb75c08CA98949855b85b9CC1a02,74119,1,1,0,74119,0,74119.0,0,0.0,0,74119,74119
0x882fa7eD3262891e79f5daAdaBe94089f7f2db2C,45502824,3,0,3,0,45502824,0,15167608.0,0,11194209.305262282,30741409,0
0x04B930567340E1CF7fEeCA84628d6FD2C4C3ADA6,9838804,2,1,1,4919402,4919402,4919402.0,4919402.0,0.0,0.0,4919402,0
0xc566940cF6ddbF6836185A6Ba9eDf2c00E84d362,119020,4,4,0,119020,0,29755.0,0,36105.05506850807,0,91255,119020
0xAc6aCe21cd8043eE76B790d8B2686E4Af6807c90,91002304,6,3,3,45501152,45501152,15167050.666666666,15167050.666666666,11194719.555436969,11194719.555436969,30741409,0
0x70184cEFA88e8D768a807078e2eB792475a97114,34144,1,0,1,0,34144,0,34144.0,0,0.0,34144,0
0x3c2e15d7CEE249B99C7dD09dFfB522023dbdf435,116179,2,1,1,34144,82035,34144.0,82035.0,0.0,0.0,82035,0
0x1F46475879806d96e1aBf13340b2878C7D501C00,1000000,1,1,0,1000000,0,1000000.0,0,0.0,0,1000000,1000000
0xa3b83A197F9bCA1E83063bA7A1e9D1314d0fA661,39999,1,1,0,39999,0,39999.0,0,0.0,0,39999,39999
0x83bea6d387DD4a82C2fbB71dFc2d0e292900F7f9,23620814,2,1,1,11810407,11810407,11810407.0,11810407.0,0.0,0.0,11810407,0
0x2D649Df17A5C10138B1FF9539C043DB4Af5f43ac,2069676,2,1,1,1034838,1034838,1034838.0,1034838.0,0.0,0.0,1034838,0
0xcd7de49E95D345e882eFbad344e0D2C8CB32BB65,1034838,1,1,0,1034838,0,1034838.0,0,0.0,0,1034838,1034838
0xaD91a64183C3efa3451DD0340D54d58B20118656,10765,1,1,0,10765,0,10765.0,0,0.0,0,10765,10765
0xC7E47A4089B0e502E2B1dBC178142B59bAc557b9,91019,1,0,1,0,91019,0,91019.0,0,0.0,91019,0
0xE7102fa9c22828D0f4dF3E6d29144Ed578D3697f,182038,2,1,1,91019,91019,91019.0,91019.0,0.0,0.0,91019,0
0xE941770F610B0Ec45E27B6E089739030F16d3e6f,7600,1,1,0,7600,0,7600.0,0,0.0,0,7600,7600
0xD130526cC092e17B44acef04ee31b4a7EF5aB4f8,16575,1,1,0,16575,0,16575.0,0,0.0,0,16575,16575
0x317aD47FE17B0Aaa1A8dDA6B456988a00230f20c,10920000,10,5,5,5460000,5460000,1092000.0,1092000.0,561334.1250984123,561334.1250984123,1930000,0
0x5Ac9484AA8bFD158eF848D35F38a82ACa9Cb3CF5,15263600,16,8,8,7631800,7631800,953975.0,953975.0,614891.7054042931,614891.7054042931,1871800,0
0xdD8667B18Dd6c1a81E1402f54B0d65b0Cf100ACF,1224022,2,1,1,612011,612011,612011.0,612011.0,0.0,0.0,612011,0
0x4dcb493750CfAada6cd978a7Ab0e3Fa106E80E2E,4783526,2,1,1,2391763,2391763,2391763.0,2391763.0,0.0,0.0,2391763,0
0x50106459591adcb1a9b765c35aF65FCa4ef7D40F,4783526,2,1,1,2391763,2391763,2391763.0,2391763.0,0.0,0.0,2391763,0
0x50f4b3Bd889B69C3dFE7F41a9661b8D369620014,4608246,4,2,2,2304123,2304123,1152061.5,1152061.5,847941.5,847941.5,2000003,0
0x0fDF8709732D99708cA620db6965fe96824FF7f4,408498,2,1,1,204249,204249,204249.0,204249.0,0.0,0.0,204249,0
0x3444361a8Fc812a8beE25000dBD4F9f2b63c5BBD,204249,1,1,0,204249,0,204249.0,0,0.0,0,204249,204249
0x00000000009E50a7dDb7a7B0e2ee6604fd120E49,30524035,22,11,11,15262459,15261576,1387496.2727272727,1387416.0,749719.0039477326,749576.2633116004,2720918,883
0x4d492200dAafD114781964803f6a999b64Bc87c3,9355365,7,7,0,9355365,0,1336480.7142857143,0,681969.9284530104,0,2324895,9355365
0x3a59A7c50f748b0743221A33921c8F38B1d9E5F8,10949726,2,1,1,5474863,5474863,5474863.0,5474863.0,0.0,0.0,5474863,0
0x9865465A1531cb45EF7Ec4807Bf9f7DbEb3280eF,8916864,2,1,1,4458432,4458432,4458432.0,4458432.0,0.0,0.0,4458432,0
