Address,Volume,Number_of_Transactions,Number_of_Received_Transactions,Number_of_Sent_Transactions,Amount Received,Amount_Sent,Mean_of_Received,Mean_of_Sent,Stddev_of_Received,Stddev_of_Sent,Maximum_Amount_of_Sent_&_Received,Last_Balance
0x60916BF9042178efA44a8D19Cf3564A72dA720B1,3515000,3,1,2,2475000,1040000,2475000.0,520000.0,0.0,475000.0,2475000,1435000
0xE8DAADe9322461F7C2302a0c7589c2dB597786b2,144336,2,1,1,100000,44336,100000.0,44336.0,0.0,0.0,100000,823332
0x618a1212b96049808cD11f138Af4913aBA78A5c0,44336,1,1,0,44336,0,44336.0,0,0.0,0,44336,44336
0xCAb96649ef516208e7e5434c455BCd2eFa3C8896,58000000,2,1,1,29000000,29000000,29000000.0,29000000.0,0.0,0.0,29000000,0
0xC60B3F8B333EE5BCa31c6720e6dFe6E492855188,10400,1,0,1,0,10400,0,10400.0,0,0.0,10400,4
0xCF5a81C196A5EEe4C6F86aCB092081C1bDeb204a,19700,1,1,0,19700,0,19700.0,0,0.0,0,19700,19700
0x219a37BAB3104885E4108023691C6C1e3891Ab29,753937,1,1,0,753937,0,753937.0,0,0.0,0,753937,753937
0xC83FBBB4206d58C07Cd7A3573e50722942E8a743,2014542,3,2,1,1007271,1007271,503635.5,1007271.0,498750.5,0.0,1007271,0
0xa11BCaF46a21C81CDf0fF4068b549fF7a09762d0,11789509,5,1,4,5894755,5894754,5894755.0,1473688.5,0.0,845596.3633535507,5894755,1
0x938A75511F44325b9a5EB75eBe445BBaeb29F305,11895105,2,0,2,0,11895105,0,5947552.5,0,5937552.5,11885105,0
0xfC553876a4599Fa8c85eF26cf67eC55688A0Cd45,23790210,3,2,1,11895105,11895105,5947552.5,11895105.0,5937552.5,0.0,11895105,0
0x00f67DA994cE32BfE56498A451D4d5A6950f256a,2310750,2,1,1,1155375,1155375,1155375.0,1155375.0,0.0,0.0,1155375,0
0xC177808c0746636a0E793a7a65A63de4471321DC,465092,2,1,1,232546,232546,232546.0,232546.0,0.0,0.0,232546,0
0xBFF7Fccf275d6c139f488965Ac836E46975c2b8A,121010,1,1,0,121010,0,121010.0,0,0.0,0,121010,121010
0x4ef906344d253f01A76E0Fdb31804BF4fAA4Bd5A,128438,2,1,1,64219,64219,64219.0,64219.0,0.0,0.0,64219,0
0xF9905e617b1AA10aB2126e895A8fe4eC39356E7d,3981506,2,2,0,3981506,0,1990753.0,0,478998.0,0,2469751,3981506
0x00a01875755F6B82a1d8fbd39a4A39673cA8f746,128438,2,1,1,64219,64219,64219.0,64219.0,0.0,0.0,64219,0
0xE3AF1ad75FCa8c1695Bda96483282857be7B2Cf7,3342366,2,1,1,1671183,1671183,1671183.0,1671183.0,0.0,0.0,1671183,0
0x97d43b2Cb9D81aA96299E13Ee3E8F37b8361b136,8000000,6,0,6,0,8000000,0,1333333.3333333333,0,765216.0188832664,2500000,0
0x6A2D93F9304cA3BEE89540c79BB576A69DD27875,111854,3,2,1,55927,55927,27963.5,55927.0,26468.5,0.0,55927,0
0x40091484A316fD6825a4Cbe03435Ca6345677D1A,731924,1,0,1,0,731924,0,731924.0,0,0.0,731924,0
0xFF5Ec7b895F97A724aA475F07c8aC2FF487cCaA9,1463848,2,1,1,731924,731924,731924.0,731924.0,0.0,0.0,731924,0
0xdf327F1A7cC8089e8bFB97BfCa663F65d1B1Dda2,254548,1,1,0,254548,0,254548.0,0,0.0,0,254548,254548
0x448fc50E99cbffee56755a05954A70A9F98Af9Bb,4172974,2,1,1,2086487,2086487,2086487.0,2086487.0,0.0,0.0,2086487,0
0x6B488250449f8c60a834Eb3d89e7dC48662eC13C,11561,1,1,0,11561,0,11561.0,0,0.0,0,11561,11561
0x3a4B82854a2233C7c1DD83779281F34Bc0379014,11822232,5,3,2,5911116,5911116,1970372.0,2955558.0,1318705.1368674752,2139875.0,5095433,0
0xcA2e9F0AE426E68173443B910987FCd720c8d836,185068,2,1,1,92534,92534,92534.0,92534.0,0.0,0.0,92534,0
0x12c606880657217FF02A96a19d53f3f82a9513A2,961794,2,1,1,480897,480897,480897.0,480897.0,0.0,0.0,480897,0
0x16aBAE927181836C586638B5cE7ea5dC12d272Cb,20811,1,1,0,20811,0,20811.0,0,0.0,0,20811,20811
0x1452421a3dBE7A1F7C58e1b33846824652DbB873,50448,1,1,0,50448,0,50448.0,0,0.0,0,50448,50448
0x4aE2042040FC36fACe725bcA50EC4b3331251edf,5000000,2,1,1,2500000,2500000,2500000.0,2500000.0,0.0,0.0,2500000,0
0xC29F2889FCea858B8520568c380C10af0fe3B2A2,3764040,2,1,1,1882020,1882020,1882020.0,1882020.0,0.0,0.0,1882020,0
0xc9E1d445Bb6E31aF132Ad1e2C913FC9F95FF5d74,3457,2,1,1,2484,973,2484.0,973.0,0.0,0.0,2484,1511
0x74ae00732658078b467102d548d1c34D07e97DFe,7677613,1,0,1,0,7677613,0,7677613.0,0,0.0,7677613,0
0xb3bf24F74241a1DbEB16f8D6f09F5096C6f336fE,15355226,2,1,1,7677613,7677613,7677613.0,7677613.0,0.0,0.0,7677613,0
0x396bbaE00808a16357CA3207D01D3C26B485079D,3693620,2,1,1,1846810,1846810,1846810.0,1846810.0,0.0,0.0,1846810,0
0x564e94541C8D4ec4F6261BC7c67329B5792ED52a,980280,2,1,1,490140,490140,490140.0,490140.0,0.0,0.0,490140,0
0x37EF6C69278b5107dFa058d86E13a1c0cb7F54C9,82618912,21,8,13,41309456,41309456,5163682.0,3177650.4615384615,2300232.094482913,3172652.2099139607,10000001,0
0x5d22045DAcEAB03B158031eCB7D9d06Fad24609b,82988679,6,1,5,17898038,65090641,17898038.0,13018128.2,0.0,8329272.202623669,22467014,1892226
0x191Ec924C8ED2492a38e83Fb0c54A014bf953590,29600,2,1,1,14800,14800,14800.0,14800.0,0.0,0.0,14800,0
0x3E60d86fD1Ce74Ebed6b5Fc330f571c08c893441,2965546,4,1,3,1482773,1482773,1482773.0,494257.6666666667,0.0,640477.7738409211,1482773,0
0xB63554e054797FF08272c87481a7c589333aB00f,389540,2,1,1,194770,194770,194770.0,194770.0,0.0,0.0,194770,0
0x1B785a7bEF97436bf51E63273087938Ced02baCf,5471537,2,2,0,5471537,0,2735768.5,0,1720803.5,0,4456572,5471537
0x05AE6Db565CEaaCBdD0a9DC5fF7c09763B5E3360,50121011,4,4,0,50121011,0,12530252.75,0,19977603.21914638,0,47111011,50121011
0xD38205BBe484Dd5d2ddec580f58E7C82448Ba4e2,502668,1,0,1,0,502668,0,502668.0,0,0.0,502668,0
0xc30C97eDFd1cC4d1ABAcbC0F847BEC06B147AE59,1005336,2,1,1,502668,502668,502668.0,502668.0,0.0,0.0,502668,0
0x4c6591450C245627A6c30d8A8Bcf5EcE501A0679,2337865,1,1,0,2337865,0,2337865.0,0,0.0,0,2337865,2337865
0x30273fE97daa77d2345645982797C4cF9d1bA111,57849604,22,11,11,28924847,28924757,2629531.5454545454,2629523.3636363638,1138209.5727299373,1138342.23287617,4379000,90
0x494030C05209820935d95F46B6F9c7eCa58A5ddC,753141,1,0,1,0,753141,0,753141.0,0,0.0,753141,0
0x6c752B3E57FAFc539bf94964a1dE74Fe2014E377,753141,1,1,0,753141,0,753141.0,0,0.0,0,753141,753141
0xc9433B120b6f33fca0545D7578B13F4890d8d899,2116786,2,1,1,1058393,1058393,1058393.0,1058393.0,0.0,0.0,1058393,0
0x86a475cdeB9CC3Cba1D3AE8CF4726E9e1492Fca9,109020,4,3,1,54510,54510,18170.0,54510.0,8580.245373336747,0.0,54510,0
0x1eF264e0EFa2624D5F750aaAf36B02a2EfFba40A,1271862,4,4,0,1271862,0,317965.5,0,106094.72324649327,0,490514,1271862
0xB4AA79ccCBb7f70FFbcF6f47614b56D3EBFca112,382402,2,1,1,191201,191201,191201.0,191201.0,0.0,0.0,191201,0
0x7293FF43f914182143e2f3339844F858954588e4,94091,1,1,0,94091,0,94091.0,0,0.0,0,94091,94091
0xe89922F3717c5De5C5191c2F76586FfD794D5B9b,2080000,4,2,2,1040000,1040000,520000.0,520000.0,475000.0,475000.0,995000,0
0x615CfDab1EFe4089941A118aE5895599c4F9CdD4,3151756,2,1,1,1575878,1575878,1575878.0,1575878.0,0.0,0.0,1575878,0
0xbF24E10613641930DE0b9F6350FA11c6a48E3a13,8254,2,2,0,8254,0,4127.0,0,759.0,0,4886,8254
0x495128CaC9734c381706Fc8235Cd0c89146E328E,22453600,12,6,6,11226800,11226800,1871133.3333333333,1871133.3333333333,404967.059017013,404967.059017013,2714400,0
0x0827f136C0c5322E4159d560e5881Dd7fE3293fc,395286,2,1,1,197643,197643,197643.0,197643.0,0.0,0.0,197643,0
0xB0b666f2178eF72669a99dF89C5b83577dB0907a,22362,1,0,1,0,22362,0,22362.0,0,0.0,22362,0
0x182A10F6dD6dAab6D3D71F8cEcEA8e36D8E9e8AA,22362,1,1,0,22362,0,22362.0,0,0.0,0,22362,22362
0x6985077eD92279F7e55A1424a43B531957485712,2823518,1,0,1,0,2823518,0,2823518.0,0,0.0,2823518,0
0xA5295A307A89849955c0de7D37995bfddF6b763D,5647036,2,1,1,2823518,2823518,2823518.0,2823518.0,0.0,0.0,2823518,0
0xF2d108cC642Dc986Ea50bAe55B496D294cf601f7,332703,4,1,3,2280,330423,2280.0,110141.0,0.0,147502.4734323688,318700,83751
0x14AfB49f7991E31F6B750cf3b49Dc439eF8fdF2f,637400,2,1,1,318700,318700,318700.0,318700.0,0.0,0.0,318700,0
0xC361Ab70F396aD3E93843c8a16C979aa02935C15,191487516,2,1,1,95743758,95743758,95743758.0,95743758.0,0.0,0.0,95743758,0
0x8AD19B6840E93d40CF878c9eF13aCaa55a434e2A,27799,1,1,0,27799,0,27799.0,0,0.0,0,27799,27799
0x6Fb8b01D9748513645B0913e006F37D29ec57a7f,195824,4,2,2,97912,97912,48956.0,48956.0,0.0,0.0,48956,0
0x0025E8f71e36D18CfcbA049b65612C087006fD6E,95743758,1,1,0,95743758,0,95743758.0,0,0.0,0,95743758,95743758
0x77553FA03919590B2592AB5b1A39802b0D40560F,2629,1,1,0,2629,0,2629.0,0,0.0,0,2629,2629
0x371cD6Ac571431E49689E62F891Dc0D23bd0f75c,93975,1,1,0,93975,0,93975.0,0,0.0,0,93975,93975
0x7ee2448BFF0CacD24ef821D40796cf44C3F90B34,2017890,2,1,1,1008945,1008945,1008945.0,1008945.0,0.0,0.0,1008945,0
0x927A171f1C9598202842dbD4CF98D6F590D396dA,24247087,1,0,1,0,24247087,0,24247087.0,0,0.0,24247087,0
0x50dfa8Fd634cec830bb3Ff94fE0C4D91d2851D10,24247087,1,1,0,24247087,0,24247087.0,0,0.0,0,24247087,24247087
0x16292a0b30A79981df1d54dbfC37b1B7361f631a,129709,1,0,1,0,129709,0,129709.0,0,0.0,129709,0
0x3122a4B9ce523627A89a1Fd76a1Bd14bc9B22531,9751803,4,4,0,9751803,0,2437950.75,0,1518295.0504476023,0,4922088,9751803
0x41aAb9d49d9277Cd606b147c1A825442aeF8609E,746550,3,2,1,373275,373275,186637.5,373275.0,85276.5,0.0,373275,0
0x429Cf888dAE41D589D57F6Dc685707beC755fe63,21978718,14,7,7,10989366,10989352,1569909.4285714286,1569907.4285714286,1416546.4064327977,1416546.4064327977,3745056,14
0x08a8DaBA9209e43d4A2FdAcBad5732994A262b7b,664643,1,1,0,664643,0,664643.0,0,0.0,0,664643,664643
0xeEAbc693c512C9B0C6671066fd2E2C392F4CC2C0,1029300,1,0,1,0,1029300,0,1029300.0,0,0.0,1029300,0
0x6015325B8C32b75d6ec501ad49a737303875c28d,2058600,2,1,1,1029300,1029300,1029300.0,1029300.0,0.0,0.0,1029300,0
0x7072439f28365272C5f2bb472Ca9a3bA5AD2BFF0,168598,2,1,1,84299,84299,84299.0,84299.0,0.0,0.0,84299,0
0x4398A8b71d10C110A4Ff07f52Ab17077555DF06F,13922778,1,0,1,0,13922778,0,13922778.0,0,0.0,13922778,0
0xCF08a2818d1c77bCc7187A7f565612f1bA0BE020,27845556,2,1,1,13922778,13922778,13922778.0,13922778.0,0.0,0.0,13922778,0
0xa701f9dB977C98F9043B20225b4322F94dBd50dB,111030150,84,46,38,55515075,55515075,1206849.456521739,1460923.0263157894,323873.499016924,566995.8618329213,2949873,0
0x10647B6352945c79a729786d2566C78F22DDdfa5,7500000,1,0,1,0,7500000,0,7500000.0,0,0.0,7500000,0
0xE322E78F204e77D9CB87D68f8520F86e48F88BAd,15000000,2,1,1,7500000,7500000,7500000.0,7500000.0,0.0,0.0,7500000,0
0x3F87518da9EECf6024D95ED346C11E3D823A2b36,1825000000,14,7,7,912500000,912500000,130357142.85714285,130357142.85714285,84138794.46898367,84138794.46898367,292500000,0
0xC0BeE04f630E43E1B0E454B4cA62120daaD25BBd,973,1,1,0,973,0,973.0,0,0.0,0,973,973
0x4418306Dd976fC4d39a92438540F5b07e935fE38,1149462,2,1,1,574731,574731,574731.0,574731.0,0.0,0.0,574731,0
0x377412320ff683498b3d0a558C049DE8A9Ac1596,1377836,2,1,1,688918,688918,688918.0,688918.0,0.0,0.0,688918,0
0x0b898D7dbd17F03c3Edf312059fA4deED71224ff,17335,1,1,0,17335,0,17335.0,0,0.0,0,17335,17335
0x48a57C37dC797Ff7eD9fAa72A96007bfEE363A51,937090,3,2,1,468545,468545,234272.5,468545.0,85863.5,0.0,468545,0
0x9393A68e904B1f52A081cdfcF02ec56d842BF239,800684,2,1,1,400342,400342,400342.0,400342.0,0.0,0.0,400342,0
0xF30bCA209f1090329E0760009689a1E3F0698025,2014542,2,1,1,1007271,1007271,1007271.0,1007271.0,0.0,0.0,1007271,0
0x0818E60b1fdEf5753D9D0229Cd96822d06a332d1,54200,2,1,1,27100,27100,27100.0,27100.0,0.0,0.0,27100,0
0xC96114C52d3Fc26627139C93E74891EC08a52B9a,2000000,2,0,2,0,2000000,0,1000000.0,0,500000.0,1500000,0
0x0f5d8D8bE59EcCec5FdBcAe56429075B9bb4d121,4000000,4,2,2,2000000,2000000,1000000.0,1000000.0,500000.0,500000.0,1500000,0
0xd9CaeF8950FFD7f475cD8697b8475800c546be01,3000000,2,1,1,1500000,1500000,1500000.0,1500000.0,0.0,0.0,1500000,0
0xFf7f11826eE04BdEA1aeaf82177851b0B1Df80a7,1000000,2,1,1,500000,500000,500000.0,500000.0,0.0,0.0,500000,0
0xDF86246F633e1A2fCc2Aeb8b55AC20368ef4249b,165766,2,1,1,86783,78983,86783.0,78983.0,0.0,0.0,86783,7800
0xC1542E6D96f16FD9B9BbA467a57d4d68576339ed,2878627,2,1,1,1878627,1000000,1878627.0,1000000.0,0.0,0.0,1878627,878627
0xA6E6A9475Ba6d0a1deC9910CAC64c3570D94b19c,471972,3,0,3,0,471972,0,157324.0,0,42583.90093294257,201972,0
0xC619E0f5eDaC2475367a530d3523bCbb39D412c0,540000,3,2,1,270000,270000,135000.0,270000.0,35000.0,0.0,270000,0
0xF4ec78fd46010c88f7d103FA1392cc0A19F8339C,1530582,3,1,2,765291,765291,765291.0,382645.5,0.0,7354.5,765291,0
0x82b443D66F30a9da68339221997B7ACb776d764F,9819763,4,4,0,9819763,0,2454940.75,0,1730743.324502853,0,4915961,9819763
0x062fd9eC0a4EAD8f09ff3629e0342651e1F0C2Ce,6043,1,1,0,6043,0,6043.0,0,0.0,0,6043,6043
0x427bD9382a709B6E7109157BD5Ab3c90bb1075a2,780000,2,1,1,390000,390000,390000.0,390000.0,0.0,0.0,390000,0
0x6c69fa64EC451b1Bc5b5FBAa56CF648a281634Be,100267131,35,10,25,68037168,32229963,6803716.8,1289198.52,12028173.53326285,1884556.2579582094,36169509,35807205
0x1f50178601De2ac35Fd22a810469008A10ED877D,221600,2,1,1,110800,110800,110800.0,110800.0,0.0,0.0,110800,0
0xAeb000310CbfCd04F555B6E172956F12B27d5B23,4461294,2,1,1,2230647,2230647,2230647.0,2230647.0,0.0,0.0,2230647,0
0xde48ab566938077FfF94d5b5980fA6A012Ee33a4,16156220,2,1,1,8078110,8078110,8078110.0,8078110.0,0.0,0.0,8078110,0
0x1111111254fb6c44bAC0beD2854e76F90643097d,31786620,18,9,9,15893310,15893310,1765923.3333333333,1765923.3333333333,1653567.7073157101,1653567.7073157101,4562780,0
0xCC5d455DAe99dDbbE545Ff7b9321980EF8baaFd7,9125560,2,1,1,4562780,4562780,4562780.0,4562780.0,0.0,0.0,4562780,0
0xCf32CB7EfFe6CFa74994b22129852AF20a453289,385830,2,2,0,385830,0,192915.0,0,28612.0,0,221527,385830
0xD138d9F59296dD3a22Ef0067129122683558d927,52816,3,2,1,26408,26408,13204.0,26408.0,1367.0,0.0,26408,0
0xCa43Adad94D5cb435aAfe8248664d3F6AdCF940a,22644,1,1,0,22644,0,22644.0,0,0.0,0,22644,22644
0x7DB19Bf872e650725685Bb71d8A270d6906dF554,9545048,7,6,1,4772524,4772524,795420.6666666666,4772524.0,742698.8615977243,0.0,4772524,0
0x9cEe52aF031C0fEB5562FF952e82590D35Dd7B5f,109287800,1,0,1,0,109287800,0,109287800.0,0,0.0,109287800,0
0xf89Dc91259b17Fa5dBE64ec664a392D16064F8d4,218575600,2,1,1,109287800,109287800,109287800.0,109287800.0,0.0,0.0,109287800,0
0x160514f1273d61b34A8BcDA5d9ABAc5dC652382d,48000,2,1,1,24000,24000,24000.0,24000.0,0.0,0.0,24000,0
0xFDa9365E2CDf21d72cb0dc4F5FF46F29e4aC59CE,5085685,1,0,1,0,5085685,0,5085685.0,0,0.0,5085685,0
0x2afE7Ab4f4e17399647308812f8b15ef257db6cF,5085685,1,1,0,5085685,0,5085685.0,0,0.0,0,5085685,5085685
0x525145f821D8D2ABb494c454E9445E14c817F7cb,1408584,2,1,1,704292,704292,704292.0,704292.0,0.0,0.0,704292,0
0xe5835Dad0fe3be28d0D0B3EDDD0D386f9502aB75,231674,2,1,1,115837,115837,115837.0,115837.0,0.0,0.0,115837,0
0x15f2e544Bbd11154190A6a8AC3c42228f1def281,4938399,1,1,0,4938399,0,4938399.0,0,0.0,0,4938399,4938399
0xFCe38f23BA43DD6f6Db42496c6Ad9ea17e7D2336,28334,1,1,0,28334,0,28334.0,0,0.0,0,28334,28334
0x604D8431206b11B55d06d28A07752F2E45eE4D84,137259,1,0,1,0,137259,0,137259.0,0,0.0,137259,0
0xC96FF40e032F06AA812794aF944b513da9Cc80D2,137259,1,1,0,137259,0,137259.0,0,0.0,0,137259,137259
0x8BbC71Bf16675Aec6ca0f432eDe7b4048fd77D0B,453775,1,0,1,0,453775,0,453775.0,0,0.0,453775,0
0xAFDf81aca79A8FB55DB0ef4FE48eF5Ee9B101D54,23971185,1,0,1,0,23971185,0,23971185.0,0,0.0,23971185,0
0x2e67494A6EFBaA66f932bce73152f99D7f56288E,95824876,4,2,2,47912438,47912438,23956219.0,23956219.0,14966.0,14966.0,23971185,0
0x9fA1EaB9071b6D500e4BB1516979F776b6d1f4cf,6758292,4,2,2,3379146,3379146,1689573.0,1689573.0,1485303.0,1485303.0,3174876,0
0x715a49Dab2a120c0BFad71Dd13086040bC8Fd2c5,100000,1,0,1,0,100000,0,100000.0,0,0.0,100000,106870000
0xaA17C10B87b3ab2023B93c1E4524713B3894Cb4C,200000,2,1,1,100000,100000,100000.0,100000.0,0.0,0.0,100000,0
0x016DAe516c8c460FA40969bba867f505EfE757e0,3645020,7,3,4,1822510,1822510,607503.3333333334,455627.5,376128.2889452599,251424.958077455,1030778,0
0xD09B972E71F779994bfB83dF5B220DB601d2F6Fc,54200,2,1,1,27100,27100,27100.0,27100.0,0.0,0.0,27100,0
0xDEAa20090e6D4a8b5Bd73412e1753D8089C6cD63,1958429,2,2,0,1958429,0,979214.5,0,503825.5,0,1483040,1958429
0x74103aa5a8261f3572e63270c09E07e1B8B4a27a,428392,1,0,1,0,428392,0,428392.0,0,0.0,428392,0
0x7280DEc619DC42C02BD5E96c675AaBd0E9660DA8,282016,1,0,1,0,282016,0,282016.0,0,0.0,282016,0
0x5043b1c96EE881Bc20D5937cEe57FA43d279AE85,10504,2,1,1,5252,5252,5252.0,5252.0,0.0,0.0,5252,0
0x44F096D825B1300870C43C204d6E544B6812D2C0,38530000,14,7,7,28170000,10360000,4024285.714285714,1480000.0,3733033.4549144083,1134837.9368249648,12410000,25719114
0x612E2F825ad33A1dac061f6c331CF3e0dD42663d,9855193,6,2,4,4900000,4955193,2450000.0,1238798.25,1550000.0,1185921.8582496012,4000000,44607
0x991Ba7298C82966f643429a1c0E4331bc0710eBd,1201490,2,2,0,1201490,0,600745.0,0,320745.0,0,921490,1201490
0x895923aF39f20936BAdA4A237689B7eE1B532429,15200,2,1,1,7600,7600,7600.0,7600.0,0.0,0.0,7600,0
0x11541f5f75F9E06A956376B847929754d6c52924,53060,2,1,1,26530,26530,26530.0,26530.0,0.0,0.0,26530,0
0x5D20d3B581f8Afb6aF73Bf9De316594EA2e8a255,2287501,5,5,0,2287501,0,457500.2,0,496466.0930349222,0,1435182,2287501
0xC7e19D88340ADf1f86b36796ef471391731ACEB2,2338,1,1,0,2338,0,2338.0,0,0.0,0,2338,2338
0xF9399585dFd9Bca59cB916c06A26121B139Ed7E3,20798378,8,4,4,10399189,10399189,2599797.25,2599797.25,1692093.1428301125,1692093.1428301125,5201305,0
0x671cff7e19892c7B84244c84636B1c336464566D,8846551,4,4,0,8846551,0,2211637.75,0,1528861.1244713129,0,4371920,8846551
0x4606887be86edF5bD47eEEAa0851864d9A70B07B,420868,5,3,2,210434,210434,70144.66666666667,105217.0,70698.89442008427,105217.0,210434,0
0x88d70DEBB940E0bEE526981D99B0f3000E0a3268,420868,3,2,1,210434,210434,105217.0,210434.0,105217.0,0.0,210434,0
0xE7e708277A03dA75186C231b5B43FcFB34BEd29B,210434,3,0,3,0,210434,0,70144.66666666667,0,70698.89442008427,169963,3926
0x88d9f941a10a569609eCa31658769C736F6EbF85,10395768,2,1,1,5197884,5197884,5197884.0,5197884.0,0.0,0.0,5197884,0
0xF86b20a56b006EC0899C535361c9ab849ac374f6,10395768,4,1,3,5197884,5197884,5197884.0,1732628.0,0.0,899801.2221789135,5197884,0
0xfC7A3D628807EE3178eFb3f448632db35F4Eff8e,1260000,2,1,1,630000,630000,630000.0,630000.0,0.0,0.0,630000,0
0x55E0180F3Bc6FB7648ef485AE7220F5e8693Ce3b,1801,1,1,0,1801,0,1801.0,0,0.0,0,1801,1801
0xf2254077c48DD74C7Bf4F75D82123666ba62baE6,1262000,2,1,1,631000,631000,631000.0,631000.0,0.0,0.0,631000,0
0xfE4226215265aaC2BEc98483916f2A5588ecb158,50558,2,1,1,25279,25279,25279.0,25279.0,0.0,0.0,25279,0
0xD2F595B6B2656f394418e4299C7e791d3473902D,2800000,2,1,1,1400000,1400000,1400000.0,1400000.0,0.0,0.0,1400000,0
0xd922B5D5E7B5E0D60B304aDE0163870a33201eA2,41600,1,1,0,41600,0,41600.0,0,0.0,0,41600,41600
0xe619cafC87f636b472B680572a043fd77005cA10,930480,4,2,2,465240,465240,232620.0,232620.0,3460.0,3414.0,236080,0
0xdD4D620618532C98474495737EF34bB20e32C5a5,18001,1,1,0,18001,0,18001.0,0,0.0,0,18001,18001
0x08962c36771160cD86127dAbACFC63D0daF84357,30950006,12,7,5,15475003,15475003,2210714.714285714,3095000.6,1737502.2853554315,1243920.845415913,5445714,0
0xE3992B4bB543aC3361493Ee4b6e25748d8084cE9,241247,1,1,0,241247,0,241247.0,0,0.0,0,241247,241247
0x5D0f3cab8859A738460d06D46B151E425081f454,487062,3,3,0,487062,0,162354.0,0,139848.3900967997,0,351837,487062
0x89Dfa6d7d6Bc6A3f39818CBFBdBAEb7A56d53Ff1,523068,2,2,0,523068,0,261534.0,0,252778.0,0,514312,523068
0xC48a92A1e5a0ce3edd13E349Fca503EaC7e53A09,1072462,2,1,1,536231,536231,536231.0,536231.0,0.0,0.0,536231,0
0x8788b0d63f319e7cedc4a9853f31D95009d9F1A5,34417128,41,9,32,16359897,18057231,1817766.3333333333,564288.46875,1063781.3846722038,437435.0374704929,4305103,1302744
0xA1034701EE7678bE2389845353498A7fAac390d9,27988921,29,27,2,15171921,12817000,561923.0,6408500.0,440890.6657431153,4908500.0,11317000,2354921
0x2125a0cA70a7Ef46430D7ba2463Cb696fb136dA7,5064000,2,1,1,2532000,2532000,2532000.0,2532000.0,0.0,0.0,2532000,0
0x3dE931F2862AF3e8134932d919c5875A4dB54BE2,40000,2,1,1,20000,20000,20000.0,20000.0,0.0,0.0,20000,0
0x205F69bcC5AE5701F3E757c429868c0fA51ac279,1007148,2,1,1,503574,503574,503574.0,503574.0,0.0,0.0,503574,0
0x903cAC70c1EcF274e48964BBc1a4e81d2E7E993c,100000,2,1,1,50000,50000,50000.0,50000.0,0.0,0.0,50000,0
0xD41C0e587588c967173BCD1dA472Bac1c9fD613C,554206,8,3,5,277103,277103,92367.66666666667,55420.6,5782.0926046621635,28469.686549732152,100146,0
0x7f23779f5462DaeE41e82916a6B392B14a09642F,152245310,8,4,4,76122655,76122655,19030663.75,19030663.75,21605017.872066334,8586843.75383174,55141931,0
0xcf06A5d47fb01FcA528Baa474a4953f9F92ee333,23397691,12,6,6,11701891,11695800,1950315.1666666667,1949300.0,1098996.2592339152,1099614.4869907817,4272000,6091
0xA9B75B95E754dc9237DbE9b6cF7ADE31FA705bE8,2384408,1,1,0,2384408,0,2384408.0,0,0.0,0,2384408,2384408
0xa7467696cF741e30Ee14461D5A891f579B99B6eA,2332616,1,1,0,2332616,0,2332616.0,0,0.0,0,2332616,2332616
0x7Df79770866997E1dED6262f5dd876A11604FaCC,113155,5,1,4,56578,56577,56578.0,14144.25,0.0,16250.54085830684,56578,1
0x656bF9eBfF137a9d5B1b0b2c59D9Cc3E7fE11373,59076,1,1,0,59076,0,59076.0,0,0.0,0,59076,59076
0x579d2d3605223Dd31d626DBc49DDc4Cb87C87927,10230,1,1,0,10230,0,10230.0,0,0.0,0,10230,10230
0x4666eC1e043eFB14c9103d936C434Fc4288e2194,16973,2,2,0,16973,0,8486.5,0,8486.5,0,16973,16973
0xAeB804e36e4BCE40c9d4b134040B22B2fbEE3F72,39604,2,2,0,39604,0,19802.0,0,19802.0,0,39604,39604
0x4B1E77eB82aC2f8273b3C4369EFDC485BD1e669D,24200,1,1,0,24200,0,24200.0,0,0.0,0,24200,24200
0x1f6486BDf0B8A3866a6Fb1524955F73C9B8C08FA,17465,1,1,0,17465,0,17465.0,0,0.0,0,17465,17465
0x0633bF6784304684eeAE403cBC6889DE67af9535,811806,2,1,1,405903,405903,405903.0,405903.0,0.0,0.0,405903,0
0xc79e217689069ff02c44E1Cb6c03880e9983A092,2239248,4,2,2,1119624,1119624,559812.0,559812.0,153909.0,59812.0,713721,0
0xacac1Dc90C7A4bAd8C0c08FBb46DaDa5B6c42CAc,1930,2,1,1,965,965,965.0,965.0,0.0,0.0,965,0
0xdb9859fE30BDcf020798615f2227860660e6CdF3,61465151,6,1,5,42234360,19230791,42234360.0,3846158.2,0.0,3319228.264129986,42234360,23003569
0x18e3EC5FC225cD4d2b054039988fe48787761CA7,7782,1,1,0,7782,0,7782.0,0,0.0,0,7782,7782
0x7e89f6a0d76E26782877ffA22FC6b25e4e67C369,178329,1,1,0,178329,0,178329.0,0,0.0,0,178329,178329
0xaC2da40941319db67Fb707a0d25C40D34417F851,95824876,4,2,2,47912438,47912438,23956219.0,23956219.0,14966.0,14966.0,23971185,0
0x9462A60E1608587c4ba9A81A3d58d25551773143,171479,1,0,1,0,171479,0,171479.0,0,0.0,171479,0
0x21a842132D27dDa9439e3b3f72B0A9A2bC675765,120339018,4,2,2,60169509,60169509,30084754.5,30084754.5,6084754.5,6084754.5,36169509,0
